ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost
247,2024-06-25,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,619,19,Road,DHL,23522,8232,1089
248,2024-06-12,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2341,9,Rail,BlueDart,31603,7900,1394
249,2024-05-27,Delhi,Ahmedabad,Delhi-Ahmedabad,501,6,Rail,IndigoCargo,4509,1127,133
250,2025-03-17,Kolkata,Mumbai,Kolkata-Mumbai,966,9,Road,BlueDart,17388,6085,1107
251,2024-01-08,Kolkata,Bangalore,Kolkata-Bangalore,2487,9,Rail,IndigoCargo,33574,8393,1170
252,2025-01-03,Kolkata,Chennai,Kolkata-Chennai,583,17,Rail,VRLLogistics,14866,3716,827
253,2024-04-11,Hyderabad,Chennai,Hyderabad-Chennai,1617,23,Road,SpiceJetCargo,74382,26033,4453
254,2024-04-09,Delhi,Hyderabad,Delhi-Hyderabad,641,18,Road,IndianRail,23076,8076,1414
255,2025-02-16,Ahmedabad,Chennai,Ahmedabad-Chennai,1359,6,Rail,BlueDart,12231,3057,954
256,2025-04-18,Mumbai,Pune,Mumbai-Pune,856,20,Air,VRLLogistics,68480,30816,4034
257,2024-04-08,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2086,23,Air,BlueDart,191912,86360,5897
258,2024-10-23,Mumbai,Pune,Mumbai-Pune,785,25,Road,BlueDart,39250,13737,2667
259,2024-08-21,Pune,Hyderabad,Pune-Hyderabad,578,21,Rail,BlueDart,18207,4551,954
260,2024-11-16,Delhi,Kolkata,Delhi-Kolkata,2335,24,Road,IndigoCargo,112080,39228,3838
261,2024-10-06,Bangalore,Hyderabad,Bangalore-Hyderabad,2037,23,Rail,BlueDart,70276,17569,2070
262,2025-03-23,Delhi,Kolkata,Delhi-Kolkata,1939,17,Air,SpiceJetCargo,131852,59333,3221
263,2024-12-18,Hyderabad,Chennai,Hyderabad-Chennai,1941,29,Rail,IndigoCargo,84433,21108,1854
264,2024-04-28,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2177,22,Rail,VRLLogistics,71841,17960,3755
265,2024-09-02,Pune,Kolkata,Pune-Kolkata,1616,16,Rail,VRLLogistics,38784,9696,1440
266,2024-10-01,Delhi,Hyderabad,Delhi-Hyderabad,729,17,Air,SpiceJetCargo,49572,22307,2321
267,2024-12-27,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1192,24,Air,BlueDart,114432,51494,6845
268,2024-09-04,Hyderabad,Pune,Hyderabad-Pune,2374,28,Air,VRLLogistics,265888,119649,13217
269,2024-06-05,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1919,10,Rail,BlueDart,28785,7196,2237
270,2025-01-02,Hyderabad,Bangalore,Hyderabad-Bangalore,1173,7,Air,BlueDart,32844,14779,1818
271,2025-03-13,Pune,Bangalore,Pune-Bangalore,1545,10,Road,VRLLogistics,30900,10815,2372
272,2025-06-26,Chennai,Hyderabad,Chennai-Hyderabad,1843,29,Road,IndigoCargo,106894,37412,3362
273,2025-01-02,Chennai,Kolkata,Chennai-Kolkata,1963,11,Rail,DHL,32389,8097,1336
274,2024-04-13,Mumbai,Ahmedabad,Mumbai-Ahmedabad,2201,28,Road,IndianRail,123256,43139,8365
275,2024-08-14,Hyderabad,Kolkata,Hyderabad-Kolkata,1517,22,Rail,BlueDart,50061,12515,2217
276,2025-05-27,Pune,Hyderabad,Pune-Hyderabad,524,29,Road,VRLLogistics,30392,10637,1337
277,2024-03-25,Pune,Chennai,Pune-Chennai,1376,7,Rail,SpiceJetCargo,14448,3612,815
278,2025-02-19,Pune,Delhi,Pune-Delhi,705,5,Rail,IndigoCargo,5287,1321,116
279,2024-04-10,Kolkata,Pune,Kolkata-Pune,2151,14,Air,IndianRail,120456,54205,6118
280,2025-05-01,Hyderabad,Delhi,Hyderabad-Delhi,588,19,Air,SpiceJetCargo,44688,20109,3003
281,2024-06-16,Mumbai,Ahmedabad,Mumbai-Ahmedabad,2492,26,Rail,BlueDart,97188,24297,4854
282,2024-04-02,Hyderabad,Delhi,Hyderabad-Delhi,2087,7,Road,BlueDart,29218,10226,1109
283,2025-04-08,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2288,10,Air,BlueDart,91520,41184,2908
284,2024-09-25,Hyderabad,Bangalore,Hyderabad-Bangalore,721,27,Road,SpiceJetCargo,38934,13626,1444
285,2024-12-06,Chennai,Delhi,Chennai-Delhi,576,27,Rail,IndigoCargo,23328,5832,1144
286,2024-01-14,Mumbai,Delhi,Mumbai-Delhi,1293,23,Rail,SpiceJetCargo,44608,11152,3434
287,2024-12-31,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1245,23,Rail,BlueDart,42952,10738,1942
288,2024-02-23,Pune,Chennai,Pune-Chennai,663,14,Rail,IndigoCargo,13923,3480,732
289,2025-04-18,Bangalore,Hyderabad,Bangalore-Hyderabad,781,25,Road,DHL,39050,13667,2465
290,2024-01-23,Ahmedabad,Bangalore,Ahmedabad-Bangalore,686,18,Road,DHL,24696,8643,1322
291,2025-03-12,Pune,Delhi,Pune-Delhi,703,6,Rail,IndianRail,6327,1581,219
292,2025-03-31,Bangalore,Pune,Bangalore-Pune,1689,20,Air,IndianRail,135120,60804,7209
293,2024-03-04,Mumbai,Ahmedabad,Mumbai-Ahmedabad,431,23,Air,IndianRail,39652,17843,1096
294,2025-01-14,Chennai,Kolkata,Chennai-Kolkata,2443,30,Air,SpiceJetCargo,293160,131922,13695
295,2024-04-04,Kolkata,Pune,Kolkata-Pune,1063,22,Road,IndianRail,46772,16370,2618
296,2024-10-30,Delhi,Pune,Delhi-Pune,1665,24,Rail,IndianRail,59940,14985,4133
297,2025-05-18,Ahmedabad,Delhi,Ahmedabad-Delhi,587,28,Road,BlueDart,32872,11505,1818
298,2024-10-05,Pune,Hyderabad,Pune-Hyderabad,2198,7,Road,IndianRail,30772,10770,1514
299,2024-04-26,Chennai,Mumbai,Chennai-Mumbai,1328,14,Road,SpiceJetCargo,37184,13014,2097
300,2024-03-27,Pune,Delhi,Pune-Delhi,958,23,Rail,VRLLogistics,33051,8262,2465
301,2024-08-10,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1223,23,Rail,VRLLogistics,42193,10548,3284
302,2024-11-25,Hyderabad,Delhi,Hyderabad-Delhi,2066,20,Air,DHL,165280,74376,12787
303,2024-08-03,Bangalore,Chennai,Bangalore-Chennai,1877,14,Road,DHL,52556,18394,1913
304,2025-02-15,Delhi,Hyderabad,Delhi-Hyderabad,834,13,Air,DHL,43368,19515,2526
305,2024-10-20,Ahmedabad,Delhi,Ahmedabad-Delhi,1093,14,Rail,IndianRail,22953,5738,1282
306,2025-07-31,Mumbai,Bangalore,Mumbai-Bangalore,344,27,Air,BlueDart,37152,16718,2468
307,2024-01-11,Bangalore,Mumbai,Bangalore-Mumbai,802,12,Rail,DHL,14436,3609,702
308,2025-05-05,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1670,24,Road,IndigoCargo,80160,28056,4670
309,2024-11-08,Delhi,Chennai,Delhi-Chennai,1717,19,Road,IndigoCargo,65246,22836,3301
310,2025-03-17,Bangalore,Chennai,Bangalore-Chennai,638,15,Rail,IndigoCargo,14355,3588,729
311,2024-01-04,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1410,13,Air,VRLLogistics,73320,32994,1846
312,2024-10-30,Ahmedabad,Pune,Ahmedabad-Pune,540,8,Air,IndianRail,17280,7776,877
313,2024-11-02,Delhi,Hyderabad,Delhi-Hyderabad,1423,5,Road,VRLLogistics,14230,4980,777
314,2024-04-02,Ahmedabad,Bangalore,Ahmedabad-Bangalore,2119,19,Air,BlueDart,161044,72469,7242
315,2024-04-29,Kolkata,Hyderabad,Kolkata-Hyderabad,400,27,Air,IndigoCargo,43200,19440,1232
316,2025-06-09,Kolkata,Bangalore,Kolkata-Bangalore,1310,27,Road,IndianRail,70740,24759,3056
317,2025-02-26,Hyderabad,Chennai,Hyderabad-Chennai,2475,6,Road,SpiceJetCargo,29700,10395,2244
318,2025-07-05,Pune,Chennai,Pune-Chennai,1794,29,Air,VRLLogistics,208104,93646,8903
319,2025-04-06,Bangalore,Ahmedabad,Bangalore-Ahmedabad,2258,18,Air,SpiceJetCargo,162576,73159,4468
320,2024-08-02,Kolkata,Mumbai,Kolkata-Mumbai,1883,5,Air,BlueDart,37660,16947,976
321,2025-07-15,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1574,11,Air,IndianRail,69256,31165,4383
322,2025-03-09,Delhi,Ahmedabad,Delhi-Ahmedabad,424,8,Air,DHL,13568,6105,862
323,2024-06-18,Chennai,Hyderabad,Chennai-Hyderabad,1360,6,Rail,SpiceJetCargo,12240,3060,848
324,2024-10-16,Hyderabad,Mumbai,Hyderabad-Mumbai,660,26,Rail,SpiceJetCargo,25740,6435,979
325,2024-06-29,Mumbai,Delhi,Mumbai-Delhi,2117,9,Road,BlueDart,38106,13337,1531
326,2025-06-01,Ahmedabad,Chennai,Ahmedabad-Chennai,1697,28,Road,IndianRail,95032,33261,1955
327,2025-01-06,Delhi,Bangalore,Delhi-Bangalore,559,29,Air,BlueDart,64844,29179,1664
328,2024-03-08,Chennai,Hyderabad,Chennai-Hyderabad,1896,14,Air,BlueDart,106176,47779,8005
329,2024-09-22,Bangalore,Mumbai,Bangalore-Mumbai,2414,17,Rail,IndianRail,61557,15389,3155
330,2025-03-03,Chennai,Bangalore,Chennai-Bangalore,2345,5,Road,IndigoCargo,23450,8207,1626
331,2025-02-18,Mumbai,Hyderabad,Mumbai-Hyderabad,2263,12,Rail,DHL,40734,10183,2309
332,2024-12-23,Chennai,Kolkata,Chennai-Kolkata,2096,27,Road,VRLLogistics,113184,39614,4589
333,2024-05-03,Delhi,Bangalore,Delhi-Bangalore,324,30,Rail,VRLLogistics,14580,3645,1134
334,2024-03-17,Mumbai,Delhi,Mumbai-Delhi,1191,6,Road,VRLLogistics,14292,5002,907
335,2024-09-14,Bangalore,Hyderabad,Bangalore-Hyderabad,1220,13,Rail,VRLLogistics,23790,5947,1033
336,2024-12-13,Delhi,Hyderabad,Delhi-Hyderabad,1665,20,Road,BlueDart,66600,23310,1406
337,2024-04-08,Mumbai,Delhi,Mumbai-Delhi,433,21,Road,BlueDart,18186,6365,451
338,2024-12-10,Delhi,Chennai,Delhi-Chennai,680,21,Air,SpiceJetCargo,57120,25704,2220
339,2025-01-11,Hyderabad,Delhi,Hyderabad-Delhi,2068,22,Rail,IndigoCargo,68244,17061,5151
340,2025-05-29,Chennai,Delhi,Chennai-Delhi,1346,26,Air,IndianRail,139984,62992,4849
341,2025-04-30,Bangalore,Chennai,Bangalore-Chennai,1070,26,Rail,SpiceJetCargo,41730,10432,1846
342,2025-07-13,Ahmedabad,Pune,Ahmedabad-Pune,1837,11,Road,IndianRail,40414,14144,3137
343,2024-08-13,Mumbai,Kolkata,Mumbai-Kolkata,1113,23,Air,DHL,102396,46078,6675
344,2024-03-17,Bangalore,Ahmedabad,Bangalore-Ahmedabad,2484,6,Air,IndianRail,59616,26827,1489
345,2024-02-24,Bangalore,Pune,Bangalore-Pune,1771,22,Rail,BlueDart,58443,14610,3011
346,2024-08-01,Mumbai,Pune,Mumbai-Pune,1662,7,Road,SpiceJetCargo,23268,8143,1038
347,2024-01-07,Bangalore,Delhi,Bangalore-Delhi,936,6,Rail,SpiceJetCargo,8424,2106,588
348,2024-07-09,Mumbai,Kolkata,Mumbai-Kolkata,1146,12,Road,DHL,27504,9626,952
349,2025-01-21,Kolkata,Delhi,Kolkata-Delhi,1422,26,Road,BlueDart,73944,25880,4034
350,2025-06-24,Chennai,Delhi,Chennai-Delhi,1614,13,Road,BlueDart,41964,14687,1158
351,2025-04-25,Pune,Delhi,Pune-Delhi,2163,8,Air,IndigoCargo,69216,31147,4260
352,2025-02-08,Chennai,Delhi,Chennai-Delhi,467,9,Road,VRLLogistics,8406,2942,549
353,2024-12-08,Pune,Mumbai,Pune-Mumbai,346,9,Road,VRLLogistics,6228,2179,151
354,2024-05-13,Mumbai,Delhi,Mumbai-Delhi,2036,16,Air,DHL,130304,58636,6903
355,2024-12-13,Delhi,Chennai,Delhi-Chennai,490,9,Rail,IndigoCargo,6615,1653,411
356,2024-03-05,Kolkata,Mumbai,Kolkata-Mumbai,1177,11,Air,IndianRail,51788,23304,3567
357,2025-05-27,Delhi,Mumbai,Delhi-Mumbai,1630,26,Rail,IndigoCargo,63570,15892,2380
358,2024-09-08,Delhi,Kolkata,Delhi-Kolkata,946,5,Road,BlueDart,9460,3311,551
359,2024-12-27,Delhi,Mumbai,Delhi-Mumbai,1422,23,Rail,DHL,49059,12264,2983
360,2025-03-26,Bangalore,Kolkata,Bangalore-Kolkata,1666,8,Rail,VRLLogistics,19992,4998,1517
361,2025-01-24,Pune,Chennai,Pune-Chennai,699,18,Rail,VRLLogistics,18873,4718,1297
362,2025-05-04,Mumbai,Pune,Mumbai-Pune,1947,10,Road,BlueDart,38940,13629,1318
363,2024-03-26,Pune,Ahmedabad,Pune-Ahmedabad,1426,5,Road,IndigoCargo,14260,4991,473
364,2024-09-15,Ahmedabad,Pune,Ahmedabad-Pune,1863,17,Air,IndianRail,126684,57007,6057
365,2024-09-22,Delhi,Mumbai,Delhi-Mumbai,2310,22,Road,BlueDart,101640,35574,4345
366,2025-04-06,Bangalore,Hyderabad,Bangalore-Hyderabad,1271,11,Rail,VRLLogistics,20971,5242,1154
367,2024-03-08,Ahmedabad,Bangalore,Ahmedabad-Bangalore,640,27,Air,IndianRail,69120,31104,1566
368,2025-02-17,Pune,Delhi,Pune-Delhi,2457,14,Road,BlueDart,68796,24078,5064
369,2024-01-08,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1366,8,Road,IndianRail,21856,7649,1219
370,2025-04-13,Hyderabad,Mumbai,Hyderabad-Mumbai,1013,28,Air,SpiceJetCargo,113456,51055,8296
371,2024-09-21,Hyderabad,Chennai,Hyderabad-Chennai,410,11,Rail,BlueDart,6765,1691,193
372,2024-12-01,Pune,Mumbai,Pune-Mumbai,1846,17,Road,DHL,62764,21967,4298
373,2024-11-29,Kolkata,Bangalore,Kolkata-Bangalore,2335,7,Air,IndigoCargo,65380,29421,2923
374,2024-02-21,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1017,28,Rail,IndianRail,42714,10678,3015
375,2025-01-17,Chennai,Hyderabad,Chennai-Hyderabad,1563,15,Road,SpiceJetCargo,46890,16411,3086
376,2024-03-05,Pune,Chennai,Pune-Chennai,2171,16,Rail,VRLLogistics,52104,13026,2641
377,2024-08-07,Bangalore,Chennai,Bangalore-Chennai,359,23,Air,SpiceJetCargo,33028,14862,1978
378,2024-08-10,Delhi,Pune,Delhi-Pune,346,13,Rail,BlueDart,6747,1686,508
379,2025-01-24,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1120,12,Road,SpiceJetCargo,26880,9408,1805
380,2024-04-01,Pune,Bangalore,Pune-Bangalore,520,20,Road,DHL,20800,7279,1411
381,2025-07-08,Bangalore,Hyderabad,Bangalore-Hyderabad,1428,29,Air,SpiceJetCargo,165648,74541,7368
382,2024-07-31,Kolkata,Mumbai,Kolkata-Mumbai,868,22,Rail,IndianRail,28644,7161,827
383,2024-05-30,Mumbai,Bangalore,Mumbai-Bangalore,1229,8,Rail,IndianRail,14748,3687,481
384,2025-06-28,Bangalore,Delhi,Bangalore-Delhi,743,21,Rail,DHL,23404,5851,1148
385,2024-04-25,Hyderabad,Delhi,Hyderabad-Delhi,864,27,Air,DHL,93312,41990,7101
386,2024-10-11,Kolkata,Pune,Kolkata-Pune,317,7,Road,IndianRail,4438,1553,229
387,2024-11-13,Chennai,Mumbai,Chennai-Mumbai,450,22,Air,SpiceJetCargo,39600,17820,2693
388,2024-06-29,Delhi,Bangalore,Delhi-Bangalore,935,19,Air,IndigoCargo,71060,31977,3583
389,2024-05-17,Delhi,Ahmedabad,Delhi-Ahmedabad,1977,12,Road,BlueDart,47448,16606,1619
390,2025-05-06,Mumbai,Ahmedabad,Mumbai-Ahmedabad,664,18,Road,IndigoCargo,23904,8366,1175
391,2025-03-12,Kolkata,Bangalore,Kolkata-Bangalore,2110,17,Road,VRLLogistics,71740,25109,3071
392,2025-03-29,Mumbai,Ahmedabad,Mumbai-Ahmedabad,688,26,Air,SpiceJetCargo,71552,32198,1948
393,2024-12-29,Chennai,Kolkata,Chennai-Kolkata,908,15,Air,BlueDart,54480,24516,3818
394,2024-11-30,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1539,29,Road,BlueDart,89262,31241,2830
395,2024-02-28,Pune,Delhi,Pune-Delhi,760,7,Rail,BlueDart,7980,1995,167
396,2024-08-03,Hyderabad,Delhi,Hyderabad-Delhi,1792,26,Rail,SpiceJetCargo,69888,17472,4496
397,2024-01-21,Bangalore,Hyderabad,Bangalore-Hyderabad,697,11,Air,BlueDart,30668,13800,679
398,2025-05-11,Ahmedabad,Pune,Ahmedabad-Pune,1672,18,Road,IndianRail,60192,21067,1936
399,2024-10-27,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,407,17,Rail,DHL,10378,2594,627
400,2025-05-31,Mumbai,Delhi,Mumbai-Delhi,943,27,Rail,IndianRail,38191,9547,1480
401,2024-07-30,Mumbai,Hyderabad,Mumbai-Hyderabad,2173,25,Rail,SpiceJetCargo,81487,20371,4496
402,2025-01-30,Hyderabad,Kolkata,Hyderabad-Kolkata,2065,20,Rail,IndigoCargo,61950,15487,1807
403,2025-06-09,Ahmedabad,Pune,Ahmedabad-Pune,1573,26,Rail,BlueDart,61347,15336,4776
404,2024-06-10,Hyderabad,Kolkata,Hyderabad-Kolkata,1130,20,Rail,IndigoCargo,33900,8475,2350
405,2025-06-27,Pune,Mumbai,Pune-Mumbai,1645,28,Air,IndianRail,184240,82908,10959
406,2025-04-28,Pune,Chennai,Pune-Chennai,535,18,Air,DHL,38520,17334,1425
407,2025-04-26,Mumbai,Delhi,Mumbai-Delhi,960,10,Air,DHL,38400,17280,1482
408,2024-02-23,Bangalore,Ahmedabad,Bangalore-Ahmedabad,2403,21,Road,BlueDart,100926,35324,5746
409,2024-03-22,Hyderabad,Pune,Hyderabad-Pune,2282,8,Air,BlueDart,73024,32860,5392
410,2025-01-25,Mumbai,Hyderabad,Mumbai-Hyderabad,2426,22,Rail,DHL,80058,20014,2807
411,2025-02-04,Bangalore,Chennai,Bangalore-Chennai,625,17,Rail,SpiceJetCargo,15937,3984,877
412,2025-02-19,Hyderabad,Mumbai,Hyderabad-Mumbai,1889,27,Rail,SpiceJetCargo,76504,19126,6109
413,2024-12-21,Chennai,Mumbai,Chennai-Mumbai,1534,10,Air,IndigoCargo,61360,27612,4588
414,2024-05-25,Hyderabad,Chennai,Hyderabad-Chennai,951,19,Rail,VRLLogistics,27103,6775,1928
415,2024-10-30,Chennai,Bangalore,Chennai-Bangalore,953,22,Road,IndianRail,41932,14676,1273
416,2025-05-12,Kolkata,Chennai,Kolkata-Chennai,1061,28,Rail,SpiceJetCargo,44562,11140,2734
417,2024-11-06,Pune,Hyderabad,Pune-Hyderabad,2012,19,Road,BlueDart,76456,26759,4528
418,2025-06-20,Mumbai,Bangalore,Mumbai-Bangalore,1346,6,Rail,SpiceJetCargo,12114,3028,791
419,2024-05-16,Hyderabad,Mumbai,Hyderabad-Mumbai,349,22,Road,IndianRail,15356,5374,378
420,2024-03-11,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,540,19,Road,DHL,20520,7181,665
421,2024-11-14,Pune,Kolkata,Pune-Kolkata,879,28,Rail,IndigoCargo,36918,9229,748
422,2024-01-19,Chennai,Mumbai,Chennai-Mumbai,315,28,Rail,SpiceJetCargo,13230,3307,324
423,2024-02-07,Ahmedabad,Delhi,Ahmedabad-Delhi,863,13,Road,VRLLogistics,22438,7853,1038
424,2024-11-27,Bangalore,Chennai,Bangalore-Chennai,1048,16,Air,SpiceJetCargo,67072,30182,4259
425,2025-05-26,Mumbai,Bangalore,Mumbai-Bangalore,1056,21,Road,SpiceJetCargo,44352,15523,3063
426,2024-12-14,Ahmedabad,Delhi,Ahmedabad-Delhi,899,29,Air,VRLLogistics,104284,46927,3818
427,2024-05-01,Pune,Chennai,Pune-Chennai,1155,29,Road,BlueDart,66990,23446,1607
428,2024-05-05,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2473,17,Rail,DHL,63061,15765,1660
429,2025-03-16,Hyderabad,Mumbai,Hyderabad-Mumbai,1267,16,Air,DHL,81088,36489,5071
430,2024-11-15,Hyderabad,Mumbai,Hyderabad-Mumbai,1758,14,Road,IndianRail,49224,17228,1679
431,2025-01-07,Ahmedabad,Kolkata,Ahmedabad-Kolkata,869,25,Air,IndianRail,86900,39105,5061
432,2024-11-05,Hyderabad,Mumbai,Hyderabad-Mumbai,2009,25,Rail,SpiceJetCargo,75337,18834,2548
433,2025-02-17,Mumbai,Hyderabad,Mumbai-Hyderabad,2492,26,Rail,VRLLogistics,97188,24297,3428
434,2025-01-27,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1201,10,Air,IndianRail,48040,21618,2484
435,2024-05-26,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2489,13,Rail,SpiceJetCargo,48535,12133,2191
436,2025-03-31,Chennai,Pune,Chennai-Pune,975,25,Rail,IndigoCargo,36562,9140,1755
437,2024-08-15,Hyderabad,Pune,Hyderabad-Pune,1386,13,Air,IndianRail,72072,32432,1558
438,2024-05-13,Chennai,Delhi,Chennai-Delhi,2482,6,Rail,IndianRail,22338,5584,613
439,2025-03-21,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1480,19,Rail,DHL,42180,10545,985
440,2024-11-07,Kolkata,Chennai,Kolkata-Chennai,344,16,Rail,VRLLogistics,8256,2064,454
441,2024-12-10,Delhi,Pune,Delhi-Pune,2203,26,Air,IndianRail,229112,103100,14534
442,2025-02-01,Chennai,Bangalore,Chennai-Bangalore,1854,30,Rail,DHL,83430,20857,6636
443,2025-07-28,Chennai,Mumbai,Chennai-Mumbai,2321,14,Road,BlueDart,64988,22745,3020
444,2024-10-21,Mumbai,Ahmedabad,Mumbai-Ahmedabad,587,26,Road,VRLLogistics,30524,10683,1341
445,2025-05-23,Bangalore,Mumbai,Bangalore-Mumbai,2225,8,Road,BlueDart,35600,12460,2288
446,2024-02-05,Hyderabad,Mumbai,Hyderabad-Mumbai,1405,11,Road,IndigoCargo,30910,10818,1933
447,2025-01-15,Chennai,Pune,Chennai-Pune,2360,16,Rail,DHL,56640,14160,3232
448,2024-03-04,Mumbai,Pune,Mumbai-Pune,2003,19,Rail,IndianRail,57085,14271,2144
449,2024-07-18,Delhi,Ahmedabad,Delhi-Ahmedabad,2415,16,Air,DHL,154560,69552,5123
450,2024-03-21,Hyderabad,Chennai,Hyderabad-Chennai,1239,5,Rail,IndianRail,9292,2323,444
451,2025-01-16,Hyderabad,Pune,Hyderabad-Pune,537,19,Rail,SpiceJetCargo,15304,3826,950
452,2025-07-16,Ahmedabad,Pune,Ahmedabad-Pune,2331,19,Air,IndianRail,177156,79720,12250
453,2025-04-07,Hyderabad,Pune,Hyderabad-Pune,1202,19,Air,IndigoCargo,91352,41108,3403
454,2025-01-24,Ahmedabad,Pune,Ahmedabad-Pune,1439,11,Air,VRLLogistics,63316,28492,4878
455,2025-01-03,Kolkata,Bangalore,Kolkata-Bangalore,548,13,Road,DHL,14248,4986,686
456,2024-06-19,Kolkata,Bangalore,Kolkata-Bangalore,1143,13,Air,DHL,59436,26746,3378
457,2024-07-12,Bangalore,Mumbai,Bangalore-Mumbai,2204,8,Air,SpiceJetCargo,70528,31737,1849
458,2024-11-15,Bangalore,Hyderabad,Bangalore-Hyderabad,1742,6,Air,IndianRail,41808,18813,1645
459,2024-06-03,Delhi,Hyderabad,Delhi-Hyderabad,1933,29,Rail,VRLLogistics,84085,21021,6172
460,2025-05-25,Pune,Chennai,Pune-Chennai,1859,15,Road,VRLLogistics,55770,19519,1481
461,2025-05-10,Kolkata,Pune,Kolkata-Pune,812,16,Air,SpiceJetCargo,51968,23385,2148
462,2024-02-20,Chennai,Hyderabad,Chennai-Hyderabad,438,22,Air,IndianRail,38544,17344,2136
463,2025-05-10,Ahmedabad,Kolkata,Ahmedabad-Kolkata,749,21,Road,IndigoCargo,31458,11010,2002
464,2025-02-14,Pune,Mumbai,Pune-Mumbai,1365,25,Air,DHL,136500,61425,5342
465,2024-09-02,Delhi,Kolkata,Delhi-Kolkata,1946,9,Road,IndigoCargo,35028,12259,2670
466,2024-12-27,Bangalore,Hyderabad,Bangalore-Hyderabad,1371,17,Rail,DHL,34960,8740,1941
467,2024-03-28,Ahmedabad,Pune,Ahmedabad-Pune,2209,23,Rail,SpiceJetCargo,76210,19052,2779
468,2025-04-11,Delhi,Pune,Delhi-Pune,1168,20,Air,IndianRail,93440,42048,3815
469,2024-10-24,Ahmedabad,Pune,Ahmedabad-Pune,570,23,Road,IndianRail,26220,9177,853
470,2024-03-28,Kolkata,Hyderabad,Kolkata-Hyderabad,909,11,Road,DHL,19998,6999,1583
471,2024-03-20,Chennai,Pune,Chennai-Pune,921,12,Road,SpiceJetCargo,22104,7736,1608
472,2024-03-04,Hyderabad,Pune,Hyderabad-Pune,509,30,Road,VRLLogistics,30540,10689,2223
473,2025-06-05,Kolkata,Bangalore,Kolkata-Bangalore,1987,26,Rail,IndianRail,77493,19373,5379
474,2025-04-18,Delhi,Mumbai,Delhi-Mumbai,791,7,Road,IndianRail,11074,3875,236
475,2024-04-15,Bangalore,Chennai,Bangalore-Chennai,1334,17,Road,DHL,45356,15874,2500
476,2024-04-26,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,361,30,Air,SpiceJetCargo,43320,19494,2720
477,2024-12-16,Kolkata,Hyderabad,Kolkata-Hyderabad,1547,15,Rail,IndianRail,34807,8701,2422
478,2025-02-27,Delhi,Chennai,Delhi-Chennai,2119,20,Air,SpiceJetCargo,169520,76284,5326
479,2024-02-19,Hyderabad,Chennai,Hyderabad-Chennai,533,18,Air,DHL,38376,17269,1601
480,2024-05-12,Bangalore,Kolkata,Bangalore-Kolkata,1714,22,Air,IndigoCargo,150832,67874,11452
481,2024-04-01,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1379,28,Road,BlueDart,77224,27028,3490
482,2025-03-13,Delhi,Chennai,Delhi-Chennai,776,11,Rail,DHL,12804,3201,757
483,2024-01-25,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1864,8,Rail,IndianRail,22368,5592,832
484,2024-06-29,Delhi,Bangalore,Delhi-Bangalore,1533,7,Rail,BlueDart,16096,4024,554
485,2025-05-06,Mumbai,Hyderabad,Mumbai-Hyderabad,2493,12,Air,SpiceJetCargo,119664,53848,5421
486,2024-02-28,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1249,7,Air,VRLLogistics,34972,15737,1495
487,2025-03-10,Delhi,Mumbai,Delhi-Mumbai,2427,28,Air,IndianRail,271824,122320,7265
488,2025-04-07,Delhi,Kolkata,Delhi-Kolkata,1012,11,Road,IndianRail,22264,7792,1667
489,2024-02-28,Chennai,Ahmedabad,Chennai-Ahmedabad,2387,19,Air,SpiceJetCargo,181412,81635,5422
490,2024-12-21,Pune,Bangalore,Pune-Bangalore,2366,9,Road,IndianRail,42588,14905,1775
491,2025-07-22,Kolkata,Bangalore,Kolkata-Bangalore,1215,25,Air,DHL,121500,54675,5511
492,2024-09-22,Pune,Ahmedabad,Pune-Ahmedabad,1359,7,Air,SpiceJetCargo,38052,17123,1752
493,2024-01-20,Mumbai,Pune,Mumbai-Pune,414,26,Air,SpiceJetCargo,43056,19375,3429
